text,true_label,predicted_label,confidence
immediate opening senior storage administrator for qatar qa da information technology missing missing greetings from vam systemsvam systems is a business consulting it solutions and services company with operations in uae qatar bahrain usa australia singapore amp india we offers a comprehensive list of services in the field of it infrastructure management cloud services it consulting services banking management resources information technology development telecom aviation retail management amp egovernment offeringsvam systems is currently looking for senior storage administrator for our qatar operationsexperience required 6yearsterms and conditions joining time frame 2 weeks maximum 1 monththe selected candidates shall join vam systems qatar and shall be deputed to one of the leading organizations in qatarshould you be interested in this opportunity please send your latest resume in ms word format at the earliest at emailb08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83 or call us 91 phonedf058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f skill set requiredvery good knowledge of all enterprise sannas solutions including but not limited toemc isilon ibm dell hp and netapptechnical knowledge on installing configuring and supporting enterpriseclass disk tapeand san switching systems emc ibm mcdatabrocade expertise preferredgood experience with enterprise fiber channel and ethernet storage networks sanexpert scripting skills in one of the following languages kshbashperlsqlexpert in data storage protocols including cifs fc fcoe iscsi and nfsknowledge of tcpip networking dns ldap nfs smtp linux account managementextensive knowledge of storage in highly virtualized vmware environmentsknowledge of linux and windows operating systemshandson storage management and troubleshooting experienceexperience in designing and deploying complex storage area networksexperience working in a teamoriented collaborative environment preferredcompetent skill set in backup recovery and archive storage availability storagemanagement contentinformation management systems integration requireddemonstrated knowledge of san nas das raid scsi and fiber channeltechnologies preferredsolid skills in windows 2008 servers linux andor unix operating systems requiredperform storage allocation and file system management such as zoning lun sizing raidimplementations volume configuration and allocation activitiessupport daily storage issues and changes including disk space backup and recoverymonitoring logssupport change requests received for all storage administrationsetup alerts and resolve storage system performance issuesexperience working in large multitier storage environmentsexperience with data migration data consolidation and virtualizing storageexcellent knowledge in storage and backup technologiesgood experience in provisioning and supporting virtual desktop or server environmentslike vmwareexcellent oral and written communication skills and customer service skillsa team player with a positive attitude and excellent interpersonal skillsability to understand and comply with business processes and proceduresfamiliarity with industry standard lanwan standards requiredany other storage certification is a pluswindows administration skills a plus missing missing missing missing missing missing,1,0,0.81
administrative assistant us il walnut hill administration support missing missing arise virtual solutions is a workathome business process outsourcing company we have an immediate opening for a midlevel administrative assistant for our corporate office in miramar fl the successful candidate must be an aggressive selfstarter that possesses strong organizational and communication skills while working under strict timelineshilscherclarke electric company is an equal opportunity employerprimary responsibilities provide administrative support to project managers estimators and technicianselectricians accurately maintain and organize project submittals and owners manuals enter job tickets into accounting system generate reports for maintenance projects data entry provide general office administration duties such as ordering supplies organizing meetings preparing meeting materials copying scanning etc perform all other duties as requested or required experience required skills ability to work independently while working in a strong team environment ability to prioritize work to accommodate deadlines with minimum supervision professional phone manner proficient in microsoft word and excel ability to multitask in an ever changing environment proficient and working experience in word excel powerpoint and viewpoint or other accounting software experience preferred construction background and experience with submittals and closeouts a definite plus but not mandatory excellent oral and written communication skills no requirements the job includes benefits such as health dental life and adampd insurance employee wellness and 401 k plans all holidays are paid and employees enjoy generous company discounts fulltime entry level unspecified human resources human resources,1,0,0.51
physician assistant pa dermatology 1843 us ny ridgewood missing missing missing 1843job title physician assistant pa dermatologyrelocation available yessalary package dependent on the candidate industry healthcarelocation new yorktown city ridgewoodjob type permanent fulltimejob descriptionwe have a need for multiple pa with derm specific experience on long island in queens and in northern nj we need a licensed physician assistants in the area that have worked specifically in dermatology very large specialty group with general laser and cosmetic dermatologists mohs surgeons dermatopathologists and plastic surgeonsseeking pa physician assistants for any of the offices located throughout long island need a ny license and 3 years of dermatology experience bottom line requirements1 licensed pa in ny or nj2 3 years of dermatology experience3 local missing fulltime not applicable bachelors degree health wellness and fitness missing,1,0,0.91
controls engineer farmington hills mi us mi farmington hills controls engineer missing systems technology international inc sti a full service innovative professional services corporationserving in virtually every industry sti offers professional services in the technicalengineering it information technology creative and marketing business analyst accounting and office support areas title controls engineerduration permanentlocation farmington hills mi job descriptioncontrols engineer positionplc programming and debug experience in a manufacturing environment with some automotive experience siemens step 57 experience neededneed hands on programming and debug of 4 years or moreovertime and benefits packagefull time long term contract with option to hiresome travel required plc programming and debug experience in a manufacturing environment with some automotive experience best benefits in the industry fulltime midsenior level associate degree automotive engineering,1,0,0.59
administrative assistantcustomer service us ca san diego accountfinance 6000080000 missing we have entry level and experienced level positions available job purpose maintains database by entering new and updated customer and account information utilizing your clerical and office experience you will be a valuable member of our data entry team requirements prepares source data for computer entry by compiling and sorting information establishing entry priorities processes customer and account source documents by reviewing data for deficiencies resolving discrepancies by using standard procedures or returning incomplete documents to the team leader for resolution enters customer and account data by inputting alphabetic and numeric information on keyboard or optical scanner according to screen format maintains data entry requirements by following data program techniques and procedures verifies entered customer and account data by reviewing correcting deleting or reentering data combining data from both systems when account information is incomplete purging files to eliminate duplication of data tests customer and account system changes and upgrades by inputting new data reviewing output secures information by completing data base backups maintains operations by following policies and procedures reporting needed changes maintains customer confidence and protects operations by keeping information confidential contributes to team effort by accomplishing related results as needed skillsqualifications data entry clerical office organization typing data entry skills attention to detail confidentiality thoroughness decision making independence analyzing information results driven energy level send a copy of your resume to emaileaf2ba300439c57f456cbed67d1cff9f45762c2138ad03595215012fd0e49ddd skillsqualifications data entry clerical office organization typing data entry skills attention to detail confidentiality thoroughness decision making independence analyzing information results driven energy level benefits health dental life and adampd insurance employee wellness and 401k plans paid time off and holidays with generous company discounts emergency reimbursement benefits daily hospital benefit accidental death benefit travel assistance fulltime entry level high school or equivalent accounting accountingauditing,1,0,0.66
entry level medical transcriptionist us ca los angeles missing 00 missing we need a medical transcriptionist who will transcribe reports recorded by physicians and other healthcare practitioners the types of documents include items such as letters chart notes and reports you will work from home via a virtual project management site you will be transcribing audio recordings into printed reports these recordings dictated by physicians or other healthcare professionals become part of permanent written records by way of your transcription services additional responsibilities of the role include transcribing dictation for a variety of reports includingpatient historiesphysical examinationsemergency room visitsoperationschart reviewsconsultationsdischarge summariestranslating medical jargon and abbreviations into their expanded formsensuring the accuracy of patient and health care facility recordsediting as necessary and returning reports in electronic form for reviewcompleting work on time within a 24 hour time frame transcribing dictation for a variety of reports includingpatient historiesphysical examinationsemergency room visitsoperationschart reviewsconsultationsdischarge summariestranslating medical jargon and abbreviations into their expanded formsensuring the accuracy of patient and health care facility recordsediting as necessary and returning reports in electronic form for reviewcompleting work on time within a 24 hour time frame other benefits of the transcriber position include work at home and at your own paceyou make your own scheduleability to work day or night depending on your preferencehigh demand in several industries for transcribersability to spend more time with your familyavoid expenses such as daycaresave money on gas and business office attireless wear and tear on your vehicle lowers your auto insuranceflexibility and freedom to manage yourself fulltime entry level high school or equivalent medical practice missing,1,0,0.81
fidelity missing missing missing missing the key to this position is that steve wants to see how people think he doesnt want to see extensive models or get a lot of background on the stock he wants the person to dive into the analysis of the stock and really show why they believe the stock can move so for example he would rather see that youve done your research on apple and believe that x million people will buy their smartwatch because of reasons x y z and support those reasons then establish what you think the price is going to be for the product and then that should lead to t amount of profit which should boost the stock by some amount i dont even think the person needs to give a predicted stock price just what the upside is in terms of profit if they can calculate a stock price thats obviously beneficialalso i dont want just finance majors we need to see a diversity of talent from multiple different majors and i would love to put together a team with some science students on it missing missing missing missing missing missing missing,1,0,0.87
customer service representative us tx san antonio missing missing missing summaryresponsible for acting as a liaison between customers and companies assists with complaints orders errors account questions billing cancelations and other urlc81b3832d5b6414e2bb4b445194f7a4b920877a0d0d13c5215a92971f7a10267 responsibilitiesresolve customer complaints via phone email mail or social mediause telephones to reach out to customers and verify account informationgreet customers warmly and ascertain problem or reason for callingcancel or upgrade accountsassist with placement of orders refunds or exchangesadvise on company informationtake payment information and other pertinent information such as addresses and phone numbersplace or cancel ordersanswer questions about warranties or terms of saleact as the company gatekeepersuggest solutions when a product malfunctionshandle product recalls degree preferred but not requiredrecent college grads with an interest in the logistics industry please applyexperience with air freight and same day deliveries and dispatch is a plus strong coordination skills are a must you would be eligible to benefits after 2months of working with the company benefits offered are health insurance vacations bonuses which will be explain more better in your offer letter ok fulltime internship unspecified telecommunications administrative,1,0,0.77
graphite expert remote position us ca san francisco missing missing missing position graphite expertlocation san francisco caduration 3 months contractwe have an urgent need for a graphite expert should be able to setup a highly scalable graphite environment offshore or onsite is ok duration max 3 monthsshould be able to setup a highly scalable graphite environment missing contract missing missing missing missing,1,0,0.82
software design engineer us ca palo alto engineering missing missing software design engineerqualified candidates are encouraged to apply directly to this job posting direct email and phone calls are not being considered thank you for your cooperation please no recruitersjob descriptiontv2 consultings is a system integrator for the worlds 1 tv and ip video platform mediaroom tv2 develops software products that empower mediaroom operators to deliver the best customer experiencetv2 is looking for a software design engineer to join the team our team is laser focused on delighting customers with solutions that solve customer pain points our agile development process is designed so that customer feedback can be incorporated often and quickly engineers are given a broad responsibilities spanning the software lifecycle from product requirements to technical implementation to customer integrationour primary platform is the windows stack url01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a web services sql server serverbased applications need to be architected for robustness and scale for large data sets skills necessary 5 years architecting designing and implementing with url01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a and c 5 years developing web user interfaces using html ajax css json javascipt and jquery 5 years designing database schemas and tsql programming demonstrated experience in developing largevolume hightraffic highly scalable server based systems a plus entrepreneurial with background in consulting a plus about tv2 consulting url8040ea0a226e8756f5cb6f6a98eaace3773b6044990ac0af7b9c91cf65e7a2a5tv2 was founded in 2007 by microsoft alum jason chan whom worked as a developer on the product our mission is to enable operators to quickly ramp and operate iptv by providing endtoend services from solutions architectureintegration to deployment and ongoing lab support we do this through our diverse worldclass industry certified engineering team as well as through stateoftheart software our satisfied clients include tier 1 tier 2 and tier 3 operators across the united states canada europe and latin americaqualified candidates are encouraged to apply directly to this job posting direct email and phone calls are not being considered thank you for your cooperation please no recruiters fulltime midsenior level bachelors degree computer software engineering,1,0,0.74
salesmarketingadvertising au qld gold coast missing missing missing sales professionals marketing and advertising in the personal development industry work anywhere from home with your laptop and phone selfdirected highly motivated positive manner and a hunger to succeed full training and support fun rewarding and engaging potential to earn unlimited income parttime not applicable unspecified marketing and advertising sales,1,0,0.55
production supervisor us tx houston missing 4000045000 founded in 1993 our group has in a few short years earned an excellent reputation for performance amp consistent repeatable qualityour group is committed to reinvesting our profits to grow our product lines and to make hascor the most efficient responsive customer oriented company of its kind anywhere we have a clear agenda and belief if we provide quality products and services to the customers we sell to they will find reasons to buy from us again we strive every day to make that our realityour strategy is to supply any customer at any location worldwide no matter the size of its requirement our motto is that we supply any customer from 1 kg up to 100000 kg any time any placeour group has a worldwide presence through our company offices as well as our expansive agent networkwe produce our materials under the iso 90012008 certification approved by the quality department of perry johnsonwe constantly strive to innovate under every situation and constraint to offer our customers innovative tailor made solutions we welcome your inquiries and challenge to meet all your raw material needs oversee plant operationsmonitor and troubleshoot operating equipmentload and unload trucks and containersoversee forklift operationsperform general housekeepingensure plant adheres to safety and environmental rulesconceptualize design and implement plant improvement projectsidentify process deviations and perform root causecorrective actionhandle material and cargoperform preventive and routine maintenancereplenish inventory as neededhire train and supervise employeesdevise schedules and shifts flexible scheduleminimum 5 years experienceknowledge of excel word and power pointstrong communication skillsteam playermechanical back groundinventory controllong term viewhands on supervisor willing to think outside the boxquick learnerable to communicate in spanishability to operate forkliftsreferences 1600hr as starting pay performance bonus fulltime missing missing media production manufacturing,1,0,0.59
company representative needed us ny mumford missing missing missing our motherless world for charity location has an immediate parttime opening for a company representative must be available weekdays and weekends wage 10 per hour must be at least 18 years old must have some experience be authorized to work in the united url621ecc6fa2b9373499da4ba5ee79700d59706de03cf260ff4122443159b609a1 someone to help collect funds from creditors must have a paypal account bonus will be given base on base on the amount help to collect contract not applicable high school or equivalent civic social organization finance,1,0,0.93
administrative assistant us nj newark missing missing missing as an administrative assistant you will be responsible for a wide variety of interesting and challenging duties this is a great opportunity to work closely with a group of successful entrepreneurs and execute your administrative support and project management skillsposition responsibilitiesmanage incoming and outgoing communication such as phone calls emails and daily correspondencemanage multiple calendars with complex scheduling that require consistent attention to detail and followthroughwork with word excel outlook visio and sharepointresearch plan and arrange events social engagements and travel itinerariesprocess invoices recurring bills and expense reconciliationposition requirementsadministrative experience supporting high level executives in a fast paced environmentexcellent administrative and organization skillsexcellent verbal and written communication skillsstrong competency in word excel and outlookstarting pay 25hrbenefits401k plan with company matchingmedical dental vision coveragevacation paydisability insurancelongterm care insurancegrowth opportunitieswe are looking for a motivated dependable and enthusiastic person to join our team responsibilities include but not limited toincoming mailfilingdata entrymarket researchscanningprepare and send correspondencebe able to assist office on all levels as neededqualificationscomputer skills ms office proficient word excelclear and effective communication skills written skills requiredexcellent organizational skillsteam playermotived and self starterfriendly and positive attitudeability to coordinate multiple tasksproblem solving skillsgood phone skillsstarting pay 25hrbenefits401k plan with company matchingmedical dental vision coveragevacation paydisability insurancelongterm care insurancegrowth opportunities missing missing fulltime entry level unspecified hospital health care administrative,1,0,0.55
senior engineer us missing missing missing apply using below linkurl1eead1e24bbaa4318ccfc699c375729468563e0ecd898e79886a53f1b51d39bfat puget soundenergy pse we have a long tradition of service and anexciting and innovative future aheadconsider pse for the next step in yourcareersenior engineer or below 65778puget sound energys system planning department is looking for asenior engineer or below depending on qualifications to join ourteam the senior engineer prepares engineering plans designsspecifications standards cost estimates system studies andother such evaluations this person will provide professionalengineering service and support in the planning constructionoperation maintenance and analysis of pse transmission facilitiesand assets this will include knowledge and analysis of theinterconnected transmission system and the applicable nerccompliance standards that govern transmission planning andurl9d92ff4f0b9c7cbf11e3b140535ea6d7893ab636fc580cba54b74234715a9f60 role will interpret and apply existing guidelinesand engineering principles practices and theories toward thecompletion of assignments involving a substantial degree ofcomplexity with many interrelated elements requiringconsiderations not previously encountered the engineer also workson project teams to support the successful completion of projectsdesigned to reinforce the energy delivery or power generationsystems work on assignments is also performed with the goal ofgrowing the engineers technical and managerial knowledge about pseprocesses and systems the ideal candidate supports emergencyresponse operations when neededthis is an excellent opportunity to play an integral role withinpse to help us better serve the environment our customers and thecommunities in which they live pse provides an environment whereall employees are valued respected and provided with theopportunity to achieve maximum performance we offer acomprehensive pay package that includes competitive compensationannual goalsbased incentive bonuses comprehensive cafeteriastylebenefits 401k a company paid retirement pension plan and anemployee assistance and wellness program gain the energy to dogreat things through a career with puget sound energyprimary responsibilities missing missing fulltime missing missing electricalelectronic manufacturing missing,1,0,0.73
office assistant us ca los angeles administrative 3500045000 missing a los angeles based real estate firm is in need of an office assistant for an immediate openingjob duties includeproviding excellent customer service to current and prospective clientsscanning documentsprocess incoming and outgoing mailproofreading documentsthe position hours are monday through friday from 900 am 500 pm the position will pay between 1500 2000 per hour during the temporary period and could become permanent placement for the right candidatethe position requiresa minimum of 12 years of prior administrative support experienceproficiency in ms officeexcellent communication skillsa stable work historydetail orientedplease apply online for immediate consideration refer to job tf570 and attach a resume when applying all qualified candidates will be contacted excellent interpersonal skills dentalpaid vacation parttime entry level high school or equivalent real estate administrative,1,0,0.66
church administrator secretary us oh cincinnati missing missing bradley contracting group corporation offers a wide range of b2b services through a plethora of different small business entities we have sectors in many different industries our main objective is to harness contracts with as many different small businesses and corporations in the cincinnati tristate area and in the southern ohio regionbradley contracting group corporation has been around for almost 5 years doing work in different cities for various clients weve worked out of louisville ky charlotte nc and atlanta ga as of november 2013 weve established ourselves as transportation and courier service some clients of note are fedex ground and hhgreg as a result of our own diligence and dedication to excellence were also looking to expand into other markets as well as obtain contracts with lowes best buy the city of cincinnati the state of ohio and many different schools and districts of schools as well were in excellent standing with the state of kentucky and a registered foreign entity with the state of ohio were temporarily stationed out in hamilton ohio within our transportation and warehousing facility weve recently acquired our main focus is to establish a reputation of excellence diligence and innovation if you feel you can live up to our motto excellence no excuses wed love to have you as a part of our team description of the church administrative assistantthe church administrative assistant serves under the direct supervision of the senior pastor to manage all activities of the main church office and perform administrative duties related to the churchs operation this is a full time position canidates for this postion should be of a pentacostal or baptist background and the church is apart of the full gospel church fellowship organization qualifications of the church administrative assistantthe church administrative assistant must be a professing christianthe church administrative assistant must hold an active membership attend regularly and be in good standing with a local churchthe church administrative assistant must have a minimum of five years experience in secretarial workthe church administrative assistant must have strong communication computer and organizational skillsthe church administrative assistant must be proficient in the use of standard office tools copy machine fax machine etcthe church administrative assistant must demonstrate a high level of trust a violation of trust will result in immediate dismissalthe church administrative assistant should always exhibit professionalism demonstrated by wellgroomed appearance conscientious work ethic teaching ability and accountabilitythe church administrative assistant should be willing and able to work at a fast pace within a variety of settings and circumstances with composure and flexibilitythe church administrative assistant should be ever conscious of the need for confidentialitythe church administrative assistant should exercise discernment and wise judgmentthe church administrative assistant should be a selfstarter good at multitasking and prioritizing projectsthe church administrative assistant should possess the ability to work independently without supervisionresponsibilities of the church administrative assistantcommunicationact as receptionist in making appointments and receiving visitorsscreen and route all incoming callscheck and respond to all emails as soon as possibleas soon as information is received send email notifications to all staff and chairman of deacons this includes but not limited to deaths when arrangements are known hospitalizations surgeries outcome of surgeries serious accidents births etcparticipant in weekly staff meetingsroute incoming faxes to appropriate staffdocumentationdistribute mail to appropriate personnelgenerate and prepare weekly bulletincontinuously update prayer sheet and generate copies for wednesday night servicesprepare cards for wednesday night outreachtype correspondence and other items for pastorserve as secretary to church council and at monthly business meetings take minutesgenerate and make copies of monthly church council reportsmaintain file of all invoices correspondence and reportssend and receive all church membership letterskeep computer databases and mailing lists up to dategenerate and disseminate quarterly grounds security scheduleprepare certificates for special occasionsmake reservations for use of church facilitiessubmit daily timesheetmaintain a current list of key holders and provide keys to personnel as needed collect keys upon departureaccurately track church items on loankeep track of pto used and available for all church stafffinancialpost weekly depositspost weekly church contributionspay all bills for the churchsubmit weekly time worked for all employees to the church accountant for weekly payroll checkscomplete and submit monthly quarterly and annual government reports with paymentreconcile all banking accounts monthlygenerate and make copies of financial reports for finance committee and monthly business meetingsgenerate and mail yearly church contribution report to membersother responsibilitiesset up meetings and other appointments for pastorcoordinate travel arrangements when necessarypurchase and maintain all office suppliesrecruit schedule and train volunteer office helpother duties as assigned weekly competitive pay and fulltime benefits after 90 days missing missing missing missing missing,1,0,0.63
technical program manager us ca san mateo information technology missing bright edge and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model our focus is to help develop and achieve your career goals while makeing a solid geographical cultural and professional fiit when leveraging your career into your new and exciting professional venturebrightedge today is over 180 employees strong and continuously growing brightedge has over 8400 brands and 650 direct customers and has lead the market in seo innovation the new headquarters reflect brightedges growth and the maturity of the company with a sleek and modern space in the heart of silicon valleystay tuned as brightedges story is only beginning as a technical program manager you will be responsible for the project management of the overall product lifecycle from concept to product launch you will work primarily with the product and engineering teams to ensure timely delivery of the roadmap alignment on priorities issue resolution and status reporting this will require that you are able to demonstrate strong technical program management as well as product development skills stellar crossfunctional relationship management and expertise in program managing software product development programs you should have stellar business acumen be detail oriented be a selfstarter and have an agile mindsetresponsibilities be the owner of project schedules coordinate across the crossfunctional team comprised of product management development quality engineering user experience product marketing sales engineering and technical operationslead daily standups and provide daily project updateslead special projects that will align various resources to drive business outcomesdevelop strong partnerships with product business and functional leaders to drive focus on the strategic program objectivestranslate business objectives into execution strategy tactical and strategic lead and successfully execute the strategy through use of strong collaboration and agile leadershipanticipate and aggressively remove obstacles that slow down or prevent programs from delivering on program objectivesprovide go to leadership transparency and visibility to the entire technology amp products organizationinnovate and contribute to the evolution of our agile methodology required skills 3 years of strong technical project management experience3 years of experience with software and online services saas experience3 years of experience with software product development saas a plusthorough understanding of software development and infrastructure processes and lifecycle ability to adjust and apply this knowledge in a dynamic environment using agile methodologiesoutstanding organizational communication interpersonal relationship building skills conducive to collaboration able to work well in a crossfunctional matrix management environmentexcellent analytical and problem solving skills with a history of handson detail orientationproven track record of building motivated collaborative and productive teams including remote team membersability to establish credibility and rapport with senior executives and technical and nontechnical team members alike desired skills experience as a project manager and scrum master or equivalent experience with other agile methodologiesrollout of large complex initiativesskilled at customer and vendor managementengineering degree andor mba preferred missing fulltime midsenior level bachelors degree information technology and services information technology,1,0,0.51
brand partner us ca marketing missing missing looking for motivated and hardworking individualsmust be at least 18learn entrepreneurial and reallife business skills through practicework face to face marketing become successful while being socialvemma is a health and nutritional company that is worth over 120 million and is on the riseif you are looking for a great opportunity to consume very healthy products and get paid to promote them through your friend and family market contact zack space is limited missing missing missing missing missing missing missing,1,0,0.87
clinical director us va missing missing missing apply using below linkurlb76b76a4d2bcc16ce99d1541679e0f2a4a0bc69701d85f1c71da00c5d5a3c68aclinical director ambulatory surgery center fairfax vanorthern virginia eye surgery center is seeking a dynamic and energetic clinical director this position is a leadership role and will directly manage the clinical and administrative staff of the center and work directly with the medical providers in coordinating patient carethe ideal candidate for this position is an rn with the following skill setsinspires othersexcellent clinical knowledge and skillsleads by exampleperioperative experience preferably in an outpatient settingmanagement experienceophthalmic experiencecirculating rn experienceunderstands the importance of safety and infection controlnorthern virginia eye surgery center is a well established one or ambulatory surgery center in fairfax which specializes in ophthalmology care delivered by the areas finest physicians recent growth includes opening a second operating room to further meet the needs of our patients our mission is delivering superb patient care in a healthy and efficient environmentthe compensation and benefits package is competitive and will depend on the experience and qualifications of the successful candidate advancing your career and achieving the worklife balance that is a benefit of the asc environment makes this opportunity desirable missing missing fulltime missing missing hospital health care missing,1,0,0.89
administrative us nj trenton missing missing missing the administrative assistant will be responsible for providing clerical and administrative supportoperates in a manner that ensures compliant ethical practices good verbal written and interpersonal skills strong organizational skills attention to detail and accuracy strong negotiation skills strong written and spoken communication urlfaedcd694481343c9a9e145c5f7ab5784f7385d1437fb5e7a0348cc1179484a6 ability managing multiple priorities and systems in a fastpaced environment selfdirected and urlb436b03401b881b726656ad50ef808062ca24f86851e7367ecbe9e88067a00e0 in the use of microsoft office ie word excel and outlook must be organized with strong verbal and written skills missing missing missing missing missing missing,1,0,0.66
travel agent us fl tampa missing missing missing advantage xpo is part of the advantage resourcing group which is among the ten largest global staffing firms advantage specializes in providing contingent and permanent workforce solutions every day we talk to hiring managers hr directors and senior management to learn their needs at the same time we talk about skills and goals with talented people seeking employment opportunities this ongoing facetoface communication gives us a staffing perspective thats simply unmatched we are in tune with local conditions and yet our reach is undeniably global we dont hesitate to look across the country or even the globe to align qualified talent with appropriate positionsour client american express is in need of a business travel counselor contractor heshe will be responsible for coordinating the companys travel needs and scheduling hotel and flight accommodations and procures necessary documentation such as passports visas or other clearances the business travel counselor will also ensure that travel needs are met within the constraints of the company travel budget this is a 12 month contract opportunity with the possibility of becoming permanent must have travel experience hotel car airlinemust have sabre or apollo experiencerequires a high school diploma or ged with 2 years of experience in the field or in a related area missing fulltime missing high school or equivalent missing missing,1,0,0.61
quant analyst gb lnd london missing 5500065000 missing our client is an award winning highfrequency prop trading firm specializing in trading fixed income equity and oil options looking for an experience quant theyre based in the city and theyre looking for a quant analyst with a very strong academic background and 25 years of experience to join their team the position reports to the head of financial engineering and you would be working with other quants in the team the quant analyst would be responsible for statistical analysis of historic amp realtime data define amp identify data of value to our clients businesses add statistical understanding to the datamining process drawing out trends amp strategies for arbitrage prop amp sales trading working closely with software development to bring data and dataanalysis to the frontoffice risk amp trading system gain a strong understanding of derivatives theory and its application within the context of our clients business models understand the implementations of specific maths functions eg vol and pricing modes greeks risk analyses contribute to the financial engineering support role and eventually provide the primary support resourcequantitative skills develop programming expertise using c within a unixlinux environmentcontribute to the development of new mathematical implementations to further enhance our competitive edge in the market placeskills set and experienceexperience working on the statistical analysis of large datasets numerical degree eg maths engineering physics numerical science or related basic codingstrong personality fit within the company cultureability and desire to work directlyexperience working as a quant in a financial trading companyexperience working with with traders and software developers desire to work directly on the support and development of mathematical implementations within the context of our clients trading businesses experience using statistical analysis in a financial market environment coding in single threaded or multithreaded environments eg vbvba java c cideal candidates will have experience coding in c unixlinux experience excellent bonus potential up to double the basic depending on personal and company performance fulltime associate doctorate banking engineering,1,0,0.95
easy money us fl deltona missing missing dmt instant reward we are hiring all the time do you want to own your internet base business with no money down who wants to make money from internet home business do you need to own your internet base business with no money downyou can join for free 100 and make good money with dmt instant reward at home did you lost your job do you need money fastyou can start earning money with us right now this is one time in a life time chance to be your own boss you can work with us you can earn good money with your own time be with your family same timefor more information please contact with email or call to get start right away call 3863203924 thank you for reading url2de3526577183e329e88128f7bbaa1e78643812a16debd954db221f928453f8b computer internet and telephone work from home fulltime or parttime be your own boss missing missing missing missing missing,1,0,0.64
csr us la slidell missing missing missing now hiring csr advertising representatives to work from homemust havecustomer service representativecomputerinternetphonefor more information call 985 2500381interview immediately missing missing parttime entry level missing online media missing,1,0,0.77
sales associate home security us il chicago sales 3500075000 missing sales insideoutsidedata compilation of prospective sales leads these leads usually come from various sources that we provide and those such as business directories prospecting and web sites to name a few sales persons typically travel regularly throughout their assigned territories to call on prospects and their accounts or work in a telemarketing role in inside salesthrough the use of displays and product samples the sales person focuses on the marketable aspect of the home security and telecommunications industry they provide quotes give the client the terms of credit and make installation preparation often times they work with the inside sales team and telemarketing group to make sure that account activities and customer service related details are being taken care of they help coordinate customer training and the entry of customer data into the client relationship databaseapplicant will assist in generating sales of products and dataapplicants should be aware of the booming home security industry and be willing to help protect our potential clients with our services as well as be timely and punctual for daily meeting and training prior sales exp withcableinternethome security profit sharingbonus contract associate high school or equivalent marketing and advertising sales,1,0,0.98
optician us ny astoria missing missing missing are you an optician looking for a family environment that prides itself on a long term reputation of great customer service and working with quality products would you like to work in an office that shows their appreciation and gives you the opportunity to earn a of your sales in addition to a competitive base pay do you have confident sales skillswe are a long term well established practice that is looking for a proactive optician for a busy optical we sell high end fashion frames amp digital lenses and are looking for a person that is self motivated with a strong commitment to customer servicedo you have confident optical lens knowledge along with a broad knowledge of frame lines and fashiondo you smile easily and are you comfortable talking with amp starting conversations with peopleare you familiar with vsp davis or eyemedto apply for this position please submit your application via this link urldc6a4e8df8c88cf7bb611c27fadf835b2ea6d40cec837463b39bb6ba9bca8852imtkz and select the optician astoria queens position from the job opening dropdown menu missing missing fulltime missing missing health wellness and fitness sales,1,0,0.67
junior sales rep us ca missing missing missing apply using below linkurlc04b2229c8b4503a61af5d94e93b296b417c6dc2f7a0d93e80aabd62854cb337we are currently seeking a dynamic individual with excellent communication skills looking for an exciting career opportunity id images was founded in 1995 and is a leading manufacturer of converted label media for the variable information printing vip market we specialize in providing label solutions for product and package identification across varied markets including transport and logistics retail food and beverage office products consumer durables and healthcareid images offers a comprehensive product offering for vip printing technologies including thermal transfer ribbons direct thermal ink jet and laser cut sheet media on various paper and film or synthetic substrateswe offer a very comprehensive benefit package which includes vacation 401k tuition reimbursement health vision and dental insurance the salary for this position will be commensurate with individual experienceall jobs will require passing of a backgrounddrug examqualificationsskills and requirements excellent communication skills strong computer and math skills ability to travel up to 50 during the weekrelationships and rolesmaintain contact with all clients in the market area to ensure high levels of client satisfactiondemonstrate ability to interact and cooperate with all company employeesbuild trust value others communicate effectively drive execution foster innovation focus on the customer collaborate with others solve problems creatively and demonstrate high integritymaintain professional internal and external relationships that meet company core valuesproactively establish and maintain effective working team relationships with all support departments missing missing fulltime missing missing marketing and advertising missing,1,0,0.94
